J2005111507045898 027 381272 136 1444631 118 42     32V   571   8327FAR E OFF NORTH HONSHU   16S
J2005111507102605 012 381689 034 1415463 064 451907037V   5111  2 65E OFF MIYAGI PREF        32K
J2005111507141318 025 381133 105 1443868 125 40     33V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111507144725 003 334626 012 1300809 009 127603719V   511   7281NW OFF KYUSHU            34K
J2005111507175435 018 380889 086 1444537 085 49     34V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111507180918 028 380598 150 1444343 144 34     35V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111507190969 033 381510 125 1444701 102 44     32V   571   8327FAR E OFF NORTH HONSHU   17S
J2005111507214503 023 381646 139 1444072 091 42     30V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111507232277 020 381079 082 1444225 104 55     34V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111507325976 026 424906 077 1391609 132 321038717V   511   1 18SW OFF HOKKAIDO          15K
J2005111507342000 017 310317 052 1311655 081 375419311V   511   7299SE OFF OSUMI PEN         12K
J2005111507344142 018 381332 071 1444057 094 52     35V   521   8327FAR E OFF NORTH HONSHU   25K
J2005111507365659 028 340154 035 1333961 043 313117505V   575   6230KAGAWA PREF              14S
J2005111507383756 027 381402 150 1444000 090 36     26V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111507393569 021 381758 082 1444282 105 46     36V   521   8327FAR E OFF NORTH HONSHU   24K
J2005111507410916 003 325864 009 1304627 013 123905415V   511   7269NW KUMAMOTO PREF         29K
J2005111507424490 008 334056 014 1340944 016 147308803V   511   6231TOKUSHIMA PREF           13K
J2005111507425871 009 334092 018 1340908 018 1393090      511   6231TOKUSHIMA PREF            8K
J2005111507433443 008 334056 013 1340937 015 1456097-2v   511   6231TOKUSHIMA PREF           10K
J2005111507454041 019 381661 074 1444374 097 55     41V   521   8327FAR E OFF NORTH HONSHU   26K
J2005111507465545 010 325563 018 1295745 028 135613508V   511   7266NAGASAKI PREF            12K
J2005111507465806 003 352694 009 1365323 011  91304410V   511   4139SW GIFU PREF             20K
J2005111507485966 016 380424 075 1443568 081 34     33V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111507520462 019 381602 142 1444407 070 28     28V   571   8327FAR E OFF NORTH HONSHU   14S
J2005111507522468 022 380440 108 1443694 095 39     27V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111507525337 006 371325 017 1384977 024 102307314V   511   4132MID NIIGATA PREF         20K
J2005111507532075 028 381068 115 1443805 142 52     35V   521   8327FAR E OFF NORTH HONSHU   21K
J2005111507560094 020 381293 093 1444166 092 41     31V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111507561973 020 381623 092 1444096 097 34     34V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111507574878 019 380794 087 1444679 097 43     36V   521   8327FAR E OFF NORTH HONSHU   21K
J2005111507582920 004 325870 010 1304639 014 123205311V   511   7269NW KUMAMOTO PREF         23K
J2005111507592191 021 381890 160 1444457 121 39     29V   521   8327FAR E OFF NORTH HONSHU   11K
J2005111508001928 021 380929 136 1443851 081 38     31V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111508071024 009 375748 015 1394381 020  13709907V   511   2 53SOUTHERN YAMAGATA PREF   13K
J2005111508073301 013 381848 076 1444578 061 50     29V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111508094659 004 334154 011 1301508 015  84003007V   511   7262CENTRAL FUKUOKA PREF     17K
J2005111508100523 025 381225 100 1443583 122 44     31V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111508115810 031 381206 107 1443692 156 41     29V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111508121683 020 380751 092 1444234 082 43     31V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111508144083 038 380985 195 1443716 165 41     30V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111508160039 013 381527 062 1444248 060 47     30V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111508163774 035 381419 206 1444236 124 33     31V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111508182130 025 380099 136 1450211 109 62     28V   571   8327FAR E OFF NORTH HONSHU   10S
J2005111508191277 028 380513 122 1443484 133 36     28V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111508192219 007 320535 019 1295349 031  72623215V   511   7283W OFF AMAKUSA ISLAND     22K
J2005111508200757 024 380464 121 1443508 112 41     30V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111508233315 022 380704 090 1443642 109 57     40V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111508235025 081 390776 121 1422432 398 28           521   2 62E OFF IWATE PREF          8K
J2005111508324350 027 381401 155 1443557 116 37     28V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111508350210 022 381588 088 1444769 115 53     39V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111508370932 019 381118 082 1444294 099 33     30V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111508381309 018 381002 075 1444146 091 39     44V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111508415391 015 400380 039 1420561 090 364412310V   511   2 61NE OFF IWATE PREF        21K
J2005111508424088 023 363371 093 1403745 154 955418009V   511   3 86NORTHERN IBARAKI PREF    15K
J2005111508452579 014 381006 076 1443818 069 41     29V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111508463514 025 380710 144 1444248 098 42     32V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111508524351 004 342418 010 1361046 011  77507707V   511   5200SOUTHERN MIE PREF        20K
J2005111508530868 022 381948 112 1444427 103 41     29V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111508550888 025 381431 114 1443746 124 41     31V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111508555630 020 380842 083 1444088 105 28     38V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111509012322 026 381614 111 1444312 129 40     34V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111509100690 021 381507 092 1443894 107 28     32V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111509150697 016 421626 045 1442199 030 541619113V   511   1 28SE OFF TOKACHI           10K
J2005111509203435 020 380836 095 1444102 102 33     30V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111509231247 018 380807 085 1444434 087 36     34V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111509244720 020 360974 048 1411820 116 359433819V   511   3112FAR E OFF IBARAKI PREF   20K
J2005111509255142 017 381706 079 1444075 084 39     29V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111509270771 019 381899 080 1444054 092 39     31V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111509293140 019 382184 088 1444260 094 38     29V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111509353947 018 381852 115 1443611 079 24     30V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111509415818 027 434249 092 1471582 142 27     36V   521   1 26E OFF HOKKAIDO           29K
J2005111509432095 030 381200 124 1444091 145 41     35V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111509453116 021 380759 071 1424190 091 297834227V   511   2 65E OFF MIYAGI PREF        17K
J2005111509464431 026 375143 070 1420424 142 375830918V   511   2 68SE OFF MIYAGI PREF       10K
J2005111509480828 018 381769 074 1444048 093 36     34V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111509503302 024 381346 113 1444035 106 32     32V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111509514160 021 380977 084 1443961 108 54     38V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111509544636 012 381774 055 1444116 062 39     32V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111510001247 023 381706 096 1444306 118 46     36V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111510011300 025 381750 121 1444097 125 39     35V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111510025315 012 381701 072 1443733 053 32     30V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111510095770 042 340086 070 1333922 078 316023206V   575   6230KAGAWA PREF               7S
J2005111510110054 021 380692 079 1443932 107 57     38V   521   8327FAR E OFF NORTH HONSHU   25K
J2005111510180461 013 380928 086 1443786 064 41     28V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111510202552 003 330717 011 1311152 011  71804509V   511   7270NE KUMAMOTO PREF         12K
J2005111510203777 014 380959 058 1443667 068 40     39V   521   8327FAR E OFF NORTH HONSHU   23K
J2005111510211304 002 330705 009 1311142 010  70104212V   511   7270NE KUMAMOTO PREF         17K
J2005111510214194 004 330731 017 1311165 011  70304907v   511   7270NE KUMAMOTO PREF         10K
J2005111510222500 021 381862 114 1444204 103 47     29V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111510232549 020 381717 107 1444259 095 42     29V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111510272134 017 381582 088 1444621 077 32     26V   521   8327FAR E OFF NORTH HONSHU   10K
J2005111510280423 021 380993 110 1443593 083 36     27V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111510283865 009 340996 017 1351070 027  59107804V   511   5190NW WAKAYAMA PREF          8K
J2005111510312938 020 381612 083 1443943 104 53     35V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111510385713 028 381918 203 1444054 107 28     29V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111510395091 019 381140 078 1444220 080 42     28V   571   8327FAR E OFF NORTH HONSHU   13S
J2005111510403455 018 380763 086 1443639 087 41     35V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111510432729 026 381054 130 1444053 123 41     30V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111510435134 023 380764 129 1444103 102 42     31V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111510452720 021 381956 136 1444278 089 42     27V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111510463327 009 284189 049 1293654 067 146324527V   511   7296NEAR AMAMI-OSHIMA ISLAND  6K
J2005111510471505 019 381244 081 1444078 097 57     37V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111510541159 052 381652 257 1443847 244 41     28V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111510590706 016 381767 065 1444273 079 56     45V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111511013011 027 381182 155 1444229 105 41     31V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111511024598 019 380779 085 1444392 092 35     31V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111511050461 005 334530 015 1300763 015 131003911V   511   7281NW OFF KYUSHU            19K
J2005111511082500 020 380865 095 1444051 100 35     33V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111511102078 029 381371 101 1443798 146 35     40V   521   8327FAR E OFF NORTH HONSHU   21K
J2005111511122065 023 381019 112 1443952 102 46     30V   521   8327FAR E OFF NORTH HONSHU   10K
J2005111511131886 019 380944 076 1443685 096 55     38V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111511193076 021 380795 087 1443600 107 56     34V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111511203236 026 380838 117 1443596 120 43     32V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111511223167 020 381592 094 1444595 098 46     38V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111511233083 018 381217 082 1442904 073 22     36V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111511300019 033 381149 176 1444631 164 40     28V   521   8327FAR E OFF NORTH HONSHU   11K
J2005111511315430 015 381974 083 1444310 067 33     31V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111511361568 020 381660 081 1444007 102 54     39V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111511363883 031 381482 145 1443987 143 42     42V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111511395218 003 315876 011 1304416 011  38707211V   511   7272EBINO REGION S KYUSHU    19K
J2005111511415718 027 380864 111 1444639 138 45     36V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111511425481 007 335837 013 1350685 022  71807509V   511   5191CENTRAL WAKAYAMA PREF     7K
J2005111511425809 004 341008 016 1350669 015  65805606v   511   5190NW WAKAYAMA PREF          9K
J2005111511432273 010 334269 022 1321502 033 473609308v   511   6244IYONADA SETONAIKAI       13K
J2005111511475743 017 323087 038 1290347 019  28826719V   511   7282GOTO ISLANDS REGION      21K
J2005111511475858 027 381204 136 1444292 129 40     29V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111512000430 027 380474 126 1443793 136 54     31V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111512031089 024 381242 104 1444053 120 48     29V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111512055905 056 381406 318 1445023 249 45     29V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111512065099 022 361294 041 1412320 102 271134620V   511   3112FAR E OFF IBARAKI PREF   22K
J2005111512070223 030 380425 133 1444007 158 41     28V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111512074937 017 381407 083 1444460 083 36     30V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111512093019 016 380436 074 1443581 079 41     30V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111512115318 021 310893 056 1313095 082 249116013V   511   7299SE OFF OSUMI PEN         15K
J2005111512130644 003 324711 008 1295371 023  65307803v   511   7266NAGASAKI PREF             6K
J2005111512132006 035 380494 179 1443500 173 28     30V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111512185258 017 380697 072 1443625 084 36     30V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111512190369 005 335904 008 1350708 023  61505204V   511   5191CENTRAL WAKAYAMA PREF    13K
J2005111512235034 018 380490 101 1443569 087 32     28V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111512252458 023 380775 139 1443686 087 41     26V   521   8327FAR E OFF NORTH HONSHU   11K
J2005111512254604 030 380881 164 1443978 136 46     28V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111512290219 035 381485 197 1444571 173 47           521   8327FAR E OFF NORTH HONSHU   10K
J2005111512290901 028 381163 162 1444087 126 34     27V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111512314504 021 382084 099 1444418 106 35     30V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111512372082 003 334324 013 1301476 013  50104208V   511   7281NW OFF KYUSHU            23K
J2005111512415587 012 283641 063 1294597 048 394816424V   511   7296NEAR AMAMI-OSHIMA ISLAND  7K
J2005111512421400 024 381365 096 1444084 124 39     29V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111512463744 025 361855 109 1382378 1011907220521V   511   4146EASTERN NAGANO PREF      20K
J2005111512482454 016 381167 073 1444090 081 34     34V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111512491595 013 381267 061 1443698 061 41     35V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111512512109 019 381778 075 1444837 098 55     38V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111512575924 022 380784 085 1444434 113 57     39V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111513023901 016 320396 042 1315463 088 311716520V   511   7300HYUGANADA REGION         31K
J2005111513063448 016 382201 047 1404888 046 139118112V   511   2 51SOUTHERN MIYAGI PREF      8K
J2005111513104884 021 303999 053 1313628 070 2670247      511   7297E OFF TANEGASHIMA ISLAND  7K
J2005111513114201 019 381935 099 1444121 097 30     33V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111513175530 027 344833 066 1394718 072 334622415V   511   3108SE OFF BOSO PENINSULA     9K
J2005111513204544 037 380841 206 1443691 140 31     26V   571   8327FAR E OFF NORTH HONSHU   10S
J2005111513250256 003 343911 007 1330196 008 175103210V   511   6228EASTERN HIROSHIMA PREF   20K
J2005111513253839 020 381067 077 1444140 102 56     33V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111513255715 026 280384 179 1300705 121 562428430V   511   7296NEAR AMAMI-OSHIMA ISLAND  7K
J2005111513263804 021 381599 114 1444226 089 44     34V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111513265318 034 381472 160 1443257 154 33     34V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111513284817 027 381216 140 1444825 100 35     30V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111513294201 016 362189 036 1410069 092 376213410V   511   3111E OFF IBARAKI PREF       15K
J2005111513302846 023 380859 096 1443581 118 49     32V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111513333532 017 381200 076 1443699 086 39     32V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111513361923 018 423693 052 1430872 0711000515024V   511   1  9TOKACHI REGION           36K
J2005111513432251 023 380606 134 1443483 108 32     27V   521   8327FAR E OFF NORTH HONSHU   11K
J2005111513445187 031 303903 078 1313727 121 29     15v   521   7297E OFF TANEGASHIMA ISLAND  6K
J2005111513500349 019 380921 086 1443757 092 40     32V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111513511892 026 380559 170 1443901 121 40     27V   571   8327FAR E OFF NORTH HONSHU    9S
J2005111513541182 003 345303 011 1360105 012  69303504V   511   5195SE SHIGA PREF             9K
J2005111513562519 025 380961 120 1443665 124 34     29V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111513571229 016 272070 070 1285075 127  7     19v   521   7294NEAR OKINAWAJIMA ISLAND   4K
J2005111513573059 017 381402 102 1444017 059 42     30V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111513585911 026 381252 129 1443820 115 44     28V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111514000870 005 351861 018 1331899 020  77107807V   511   6222WESTERN TOTTORI PREF     13K
J2005111514015150 026 381156 180 1444842 089 40     28V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111514025092 033 380727 230 1451085 166 44     28V   571   8327FAR E OFF NORTH HONSHU    9S
J2005111514065840 023 381254 144 1443960 090 48     27V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111514084389 029 380066 188 1443779 106 33     27V   571   8327FAR E OFF NORTH HONSHU   10S
J2005111514094823 017 381848 102 1444043 074 41     28V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111514100101 032 380254 171 1450707 144 25     31V   571   8327FAR E OFF NORTH HONSHU   14S
J2005111514113216 030 381128 158 1443854 105 47     26V   571   8327FAR E OFF NORTH HONSHU   14S
J2005111514134646 024 381033 152 1443567 099 32     28V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111514142609 038 362253 166 1412519 239 78     15v   521   3111E OFF IBARAKI PREF        9K
J2005111514160279 033 381258 250 1443754 154 31     26V   521   8327FAR E OFF NORTH HONSHU   11K
J2005111514191708 006 432875 008 1425844 021  26109206v   511   1 10TAISETSU MOUNTAINS REG    7K
J2005111514223713 024 381087 099 1444353 123 54     30V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111514260035 034 380642 164 1443630 196 29     27V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111514260828 023 364499 061 1413379 119 386132513V   511   3111E OFF IBARAKI PREF        9K
J2005111514270552 002 335099 014 1345849 008 103405512V   511   5207S PART OF KII CHANNEL    20K
J2005111514274105 052 380775 224 1444175 274 34     27V   521   8327FAR E OFF NORTH HONSHU    8K
J2005111514331684 022 381739 112 1444252 103 41     31V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111514332725 015 381147 088 1444490 057 37     34V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111514410631 011 382658 030 1411166 042 733808717V   511   2 50NORTHERN MIYAGI PREF     25K
J2005111514411887 027 381003 115 1444616 129 47     32V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111514480813 006 334973 028 1350504 020 439805305V   511   5207S PART OF KII CHANNEL    16K
J2005111514493462 006 265851 011 1421790 065 251306818v   571   8333NEAR CHICHIJIMA ISLAND    4S
J2005111514523483 019 354406 060 1403242 070 438212105v   571   3 92NORTHERN CHIBA PREF       5S
J2005111514590237 022 382258 138 1444738 099 37     28V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111515001979 028 381157 131 1444202 144 42     33V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111515023389 017 363695 036 1412621 084 347927515V   511   3111E OFF IBARAKI PREF       23K
J2005111515023778 019 381238 085 1444247 096 33     31V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111515033076 006 341025 011 1351089 023  49906603v   511   5190NW WAKAYAMA PREF         11K
J2005111515091599 014 332024 062 1365482 040 418637217V   511   5208SE OFF KII PENINSULA     25K
J2005111515171378 027 380955 141 1444036 124 34     28V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111515191067 021 381362 087 1444205 108 52     35V   521   8327FAR E OFF NORTH HONSHU   23K
J2005111515251162 069 380782 421 1443400 250 44     29V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111515283289 031 424843 078 1391488 126 22           521   1 18SW OFF HOKKAIDO           8K
J2005111515433510 007 334687 016 1352564 020 414205512V   511   5192SOUTHERN WAKAYAMA PREF   22K
J2005111515465654 018 381725 125 1444235 096 39     27V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111515482437 017 381407 056 1423449 063 241626720V   511   2 65E OFF MIYAGI PREF        20K
J2005111515505893 019 381781 077 1444450 096 56     40V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111515563767 004 323132 013 1303302 013 122508211V   511   7271SOUTHERN KUMAMOTO PREF   19K
J2005111515583097 016 381591 084 1443924 078 39     32V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111515585585 014 363181 043 1401362 055 736111017V   511   3 85SOUTHERN TOCHIGI PREF    28K
J2005111516075245 018 381877 112 1444251 075 45     27V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111516081809 008 372232 018 1385857 033  31720909V   511   4132MID NIIGATA PREF         13K
J2005111516085886 012 380836 070 1443590 046 38     30V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111516113221 013 381396 055 1443831 065 42     37V   521   8327FAR E OFF NORTH HONSHU   21K
J2005111516151967 015 381969 091 1444122 068 40     32V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111516152343 004 345368 011 1354149 012 110904909V   511   5184KYOTO OSAKA BORDER REG   20K
J2005111516194662 015 380859 093 1444112 059 38     28V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111516220672 010 320929 032 1314595 040 355706709V   511   7300HYUGANADA REGION         12K
J2005111516221117 011 385682 033 1423186 046 327315708V   511   2 65E OFF MIYAGI PREF        13K
J2005111516314073 020 381207 143 1443911 091 42     25V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111516322299 016 381179 095 1444405 076 35     31V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111516441561 025 381174 119 1444006 124 34     30V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111516474728 020 381035 076 1443796 100 55     41V   521   8327FAR E OFF NORTH HONSHU   26K
J2005111516481210 014 364246 041 1412117 086 4115261      511   3111E OFF IBARAKI PREF       12K
J2005111516483924 008 340893 021 1350522 029  70710308V   511   5190NW WAKAYAMA PREF         14K
J2005111516502417 005 323567 013 1305729 016 105206703V   511   7271SOUTHERN KUMAMOTO PREF   12K
J2005111516542781 023 345923 080 1403928 101 527419814V   511   3108SE OFF BOSO PENINSULA    15K
J2005111516563613 016 381650 092 1444381 078 33     27V   521   8327FAR E OFF NORTH HONSHU   13K
J2005111517002890 025 294375 066 1305242 083  4     26v   521   7296NEAR AMAMI-OSHIMA ISLAND  8K
J2005111517004352 004 334516 017 1300862 013 114705808V   511   7281NW OFF KYUSHU            18K
J2005111517004946 020 381106 089 1444696 102 52     36V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111517015034 014 244046 098 1231942 038 800514337V   511   7289NW OFF ISHIGAKIJIMA IS   10K
J2005111517073964 029 381164 136 1443975 139 53     31V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111517092129 021 431209 103 1454471 088 467414112V   511   1 27OFF NEMURO PENINSULA      5K
J2005111517115750 020 381276 123 1444016 086 26     28V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111517141443 019 381237 120 1444105 081 32     28V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111517172765 017 381104 077 1443800 083 41     34V   521   8327FAR E OFF NORTH HONSHU   19K
J2005111517191084 004 351209 012 1321956 013 139103509V   511   6239OFF W SAN'IN REGION      20K
J2005111517223420 017 381110 072 1421332 098 355825414V   511   2 65E OFF MIYAGI PREF        12K
J2005111517254326 022 381216 163 1444305 109 35     26v   521   8327FAR E OFF NORTH HONSHU    9K
J2005111517254364 025 344684 106 1394911 108 986818914V   511   3108SE OFF BOSO PENINSULA    19K
J2005111517324166 055 380372 243 1443992 253 36     33V   521   8327FAR E OFF NORTH HONSHU   20K
J2005111517343327 012 351457 038 1372895 040 463209803V   511   4160NE AICHI PREF            17K
J2005111517370396 034 294537 110 1314522 178 76     21v   521   7296NEAR AMAMI-OSHIMA ISLAND  8K
J2005111517451298 019 430527 065 1443725 077 753014406V   511   1  8KUSHIRO REGION           12K
J2005111517453777 021 381337 093 1444473 109 44     29V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111517472262 029 381339 120 1444020 148 41     33V   521   8327FAR E OFF NORTH HONSHU   21K
J2005111517500907 024 380868 148 1444427 093 55     27V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111517550176 048 381399 202 1442477 207  0           571   8327FAR E OFF NORTH HONSHU   12S
J2005111517552848 023 380980 139 1443857 104 54     29V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111517565836 004 322354 010 1310838 010 143504503V   511   7278NORTHERN MIYAZAKI PREF   12K
J2005111517581657 004 322369 011 1310858 012 143305503V   511   7278NORTHERN MIYAZAKI PREF   13K
J2005111517583576 018 380027 082 1444001 082 44     32V   521   8327FAR E OFF NORTH HONSHU   18K
J2005111518083659 023 285678 084 1402391 2333654433541V   511   8332W OFF OGASAWARA          37K
J2005111518132346 005 335279 011 1354029 013 114106205V   511   5192SOUTHERN WAKAYAMA PREF   19K
J2005111518150229 009 335305 017 1354037 020 126808704V   511   5192SOUTHERN WAKAYAMA PREF   12K
J2005111518181848 021 381662 087 1444156 112 34     29V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111518202287 014 381315 066 1443852 065 39     32V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111518215229 021 381783 135 1444182 081 41     30V   521   8327FAR E OFF NORTH HONSHU   12K
J2005111518285144 034 250232 122 1244896 071  3     21v   521   7293NEAR MIYAKOJIMA ISLAND    6K
J2005111518344357 025 333082 060 1413401 128 32     30V   521   8330E OFF HACHIJOJIMA ISLAND 11K
J2005111518394138 020 381462 100 1443634 086 48     29V   521   8327FAR E OFF NORTH HONSHU   16K
J2005111518420933 008 340890 013 1351066 027  58207802V   511   5190NW WAKAYAMA PREF         12K
J2005111518422024 019 381307 097 1444193 098 34     29V   521   8327FAR E OFF NORTH HONSHU   15K
J2005111518424892 003 352595 008 1351253 011  81506807V   511   5182NORTHERN KYOTO PREF      19K
J2005111518443968 021 381717 083 1444351 107 51     38V   521   8327FAR E OFF NORTH HONSHU   22K
J2005111518492421 056 380623 259 1444504 276 32     28V   521   8327FAR E OFF NORTH HONSHU   14K
J2005111518520016 019 381453 098 1443271 087  0     26V   571   8327FAR E OFF NORTH HONSHU   13S
J2005111518544075 026 422374 069 1423718 095 667719803V   511   1 12HIDAKA REGION            11K
J2005111518552719 016 380958 073 1444402 078 37     33V   521   8327FAR E OFF NORTH HONSHU   21K
J2005111518560060 009 360854 026 1400271 033 671306709V   511   3 88SW IBARAKI PREF          20K
J2005111518594063 011 345621 030 1365354 029 113211002V   511   4162MIKAWA BAY REGION        12K
J2005111518594992 009 332836 026 1343290 035 1361259      511   6249SE OFF SHIKOKU           12K
J2005111518595264 008 333367 030 1343217 025 104415208V   511   6249SE OFF SHIKOKU           11K
J2005111519015796 020 381292 095 1444212 104 28     29V   521   8327FAR E OFF NORTH HONSHU   17K
J2005111519021773 028 440275 129 1480398 149  0     48V   521   1 25SE OFF ETOROFU           30K
