number,name,region,lat,lon,elev,type,status,lasterp
0301-02=,"Uwayrid, Harrat",Arabia-W,27.08,37.25,1900,Volcanic field,Anthropology,D6
0803-001,Abu,Honshu-Japan,34.5,131.6,571,Shield volcano,Holocene,Unknown
1505-096,Acamarachi,Chile-N,-23.3,-67.62,6046,Stratovolcano,Holocene,Unknown
1402-08=,Acatenango,Guatemala,14.501,-90.876,3976,Stratovolcano,Historical,D1
0103-004,Acigol-Nevsehir,Turkey,38.57,34.52,1689,Maar,Holocene,U
1505-017,Acotango,Chile-N,-18.37,-69.05,6052,Stratovolcano,Holocene,U
1101-112,Adagdak,Aleutian Is,51.98,-176.6,645,Stratovolcano,Holocene,U
1201-04-,Adams,US-Washington,46.206,-121.49,3742,Stratovolcano,Tephrochronology,D6
0803-17=,Adatara,Honshu-Japan,37.62,140.28,1718,Stratovolcano,Historical,D1
0201-17=,Adwa,Ethiopia,10.07,40.84,1733,Stratovolcano,Holocene,U
0201-11=,Afdera,Ethiopia,13.08,40.85,1295,Stratovolcano,Holocene,Unknown
0104-07-,Agmagan-Karadag,Armenia,40.275,44.75,3560,Volcanic field,Holocene,U
0804-16=,Agrigan,Mariana Is-C Pacific,18.77,145.67,965,Stratovolcano,Historical,D2
1402-10=,Agua,Guatemala,14.465,-90.743,3760,Stratovolcano,Holocene,U
1802-09=,Agua de Pau,Azores,37.77,-25.47,947,Stratovolcano,Historical,D5
1508-062,Aguilera,Chile-S,-50.17,-73.83,0,Stratovolcano,Radiocarbon,D7
0604-02=,Agung,Lesser Sunda Is,-8.342,115.508,3142,Stratovolcano,Historical,D1
0804-141,Ahyi,Mariana Is-C Pacific,20.42,145.03,-137,Submarine volcano,Uncertain,U
1000-123,Akademia Nauk,Kamchatka,53.98,159.45,1180,Stratovolcano,Historical,D1
0803-13=,Akagi,Honshu-Japan,36.53,139.18,1828,Stratovolcano,Historical,D6
0805-07=,Akan,Hokkaido-Japan,43.38,144.02,1499,Caldera,Historical,D1
1000-32-,Akhtang,Kamchatka,55.43,158.65,1956,Shield volcano,Holocene,U
0803-23=,Akita-Komaga-take,Honshu-Japan,39.75,140.8,1637,Stratovolcano,Historical,D1
0803-26=,Akita-Yake-yama,Honshu-Japan,39.97,140.77,1366,Complex volcano,Historical,D1
0802-021,Akuseki-jima,Ryukyu Is,29.45,129.6,586,Stratovolcano,Holocene,U
1101-32-,Akutan,Aleutian Is,54.13,-165.97,1303,Stratovolcano,Historical,D1
0900-39=,Alaid,Kuril Is,50.858,155.55,2339,Stratovolcano,Historical,D1
0804-18=,Alamagan,Mariana Is-C Pacific,17.6,145.83,744,Stratovolcano,Radiocarbon,D6
0201-112,Alayta,Ethiopia,12.88,40.57,1501,Shield volcano,Historical,D2
0101-004,"Albano, Monte",Italy,41.73,12.7,949,Caldera,Holocene,Unknown
1503-04=,"Alcedo, Volcan",Galapagos,-0.43,-91.12,1130,Shield volcano,Historical,D1
0201-09=,Ale Bagu,Ethiopia,13.52,40.63,1031,Stratovolcano,Holocene,U
0201-04=,Alid,Ethiopia,14.88,39.92,904,Stratovolcano,Holocene,U
1200-02-,Alligator Lake,Canada,60.42,-135.42,2217,Volcanic field,Holocene,U
1402-04=,Almolonga,Guatemala,14.82,-91.48,3197,Stratovolcano,Historical,D3
1000-45-,Alney-Chashakondzha,Kamchatka,56.7,159.65,2598,Stratovolcano,Holocene,U
1000-60-,Alngey,Kamchatka,57.7,160.4,1853,Stratovolcano,Holocene,U
0201-06=,Alu,Ethiopia,13.82,40.55,429,Fissure vent,Holocene,U
1001-01-,Aluchin Group,Russia-NE,66.12,165.63,1000,Pyroclastic cone,Holocene,U
0201-27-,Alutu,Ethiopia,7.77,38.78,2335,Stratovolcano,Holocene,U
1101-39-,Amak,Aleutian Is,55.42,-163.15,513,Stratovolcano,Historical,D4
0608-072,Amasing,Halmahera-Indonesia,-0.55,127.5,1030,Stratovolcano,Holocene,U
0703-088,Ambalatungan Group,Luzon-Philippines,17.32,121.1,2329,Compound volcano,Fumarolic,U
0606-02=,Ambang,Sulawesi-Indonesia,0.75,124.42,1795,Complex volcano,Historical,D3
0504-02=,Ambitle,New Ireland-SW Pacif,-4.08,153.65,450,Stratovolcano,Radiocarbon,D7
1203-20-,Amboy,US-California,34.55,-115.78,288,Cinder cone,Holocene,U
0303-011,Ambre-Bobaomby,Madagascar,-12.48,49.1,1475,Volcanic field,Holocene,U
0507-04=,Ambrym,Vanuatu-SW Pacific,-16.25,168.12,1334,Pyroclastic shield,Historical,D1
0101-002,Amiata,Italy,42.9,11.63,1738,Lava dome,Pleistocene-Fumarol,Q
0703-085,Amorong,Luzon-Philippines,15.828,120.805,376,Unknown,Fumarolic,U
0304-001,Amsterdam Island,Indian O-S,-37.83,77.52,881,Stratovolcano,Holocene,U
1101-19-,Amukta,Aleutian Is,52.5,-171.25,1066,Stratovolcano,Historical,D1
1505-013,"Anallajsi, Nevado",Bolivia,-17.92,-68.92,5750,Stratovolcano,Holocene,Unknown
0804-20=,Anatahan,Mariana Is-C Pacific,16.35,145.67,788,Stratovolcano,Holocene,U
1000-39-,Anaun,Kamchatka,56.32,158.83,1828,Stratovolcano,Holocene,U
1504-002,Andahua Valley,Peru,-15.42,-72.33,4713,Cinder cone,Holocene,U
1900-023,Andrus,Antarctica,-75.8,-132.33,2978,Shield volcano,Holocene,Unknown
0507-11-,Aneityum,Vanuatu-SW Pacific,-20.2,169.83,852,Stratovolcano,Holocene,Unknown
1102-09-,Aniakchak,Alaska Peninsula,56.88,-158.17,1341,Caldera,Historical,D2
1001-02-,Anjuisky,Russia-NE,67.17,165.2,1050,Pyroclastic cone,Tephrochronology,D5
0303-013,Ankaizina Field,Madagascar,-14.3,48.67,2878,Cinder cone,Holocene,U
0303-015,Ankaratra Field,Madagascar,-19.4,47.2,2644,Cinder cone,Holocene,U
1507-153,Antillanca Group,Chile-C,-40.771,-72.153,1990,Stratovolcano,Holocene,U
1304-01-,Antipodes Island,Pacific-S,-49.68,178.77,402,Pyroclastic cone,Holocene,Unknown
1502-03=,Antisana,Ecuador,-0.481,-78.141,5753,Stratovolcano,Historical,D3
1505-124,Antofagasta de la Sierra,Argentina,-26.08,-67.5,4000,Scoria cone,Holocene,U
1505-123,Antofalla,Argentina,-25.53,-68,6100,Stratovolcano,Holocene,U
1507-08=,Antuco,Chile-C,-37.406,-71.349,2979,Stratovolcano,Historical,D3
0507-03=,Aoba,Vanuatu-SW Pacific,-15.4,167.83,1496,Shield volcano,Historical,D1
0804-06=,Aoga-shima,Izu Is-Japan,32.45,139.77,423,Stratovolcano,Historical,D4
1403-01=,Apaneca Range,El Salvador,13.891,-89.786,2036,Stratovolcano,Holocene,U
1403-071,Apastepeque Field,El Salvador,13.72,-88.77,700,Volcanic field,Holocene,U
0701-03=,Apo,Mindanao-Philippines,6.987,125.273,2954,Stratovolcano,Fumarolic,U
1404-091,Apoyeque,Nicaragua,12.242,-86.342,518,Pyroclastic shield,Radiocarbon,D7
1505-107,Aracar,Argentina,-24.27,-67.77,6082,Stratovolcano,Historical,D1
0104-06-,Aragats,Armenia,40.55,44.12,4090,Stratovolcano,Holocene,U
1403-101,"Aramuaca, Laguna",El Salvador,13.428,-88.105,180,Maar,Holocene,U
0103-04-,Ararat,Turkey,39.7,44.28,5165,Stratovolcano,Holocene,U
0703-084,Arayat,Luzon-Philippines,15.2,120.742,1026,Stratovolcano,Holocene,U
0201-126,Ardoukoba,Djibouti,11.58,42.47,298,Fissure vent,Historical,D1
1405-033,Arenal,Costa Rica,10.463,-84.703,1657,Stratovolcano,Historical,D1
0301-09-,"Arhab, Harra of",Arabia-S,15.63,44.08,3100,Volcanic field,Historical,D6
1505-023,Arintica,Chile-N,-18.73,-69.05,5597,Stratovolcano,Holocene,U
0603-29=,Arjuno-Welirang,Java,-7.725,112.58,3339,Stratovolcano,Historical,D2
1000-062,Asacha,Kamchatka,52.355,157.827,1910,Complex volcano,Holocene,U
0803-11=,Asama,Honshu-Japan,36.4,138.53,2560,Complex volcano,Historical,D1
0201-104,Asavyo,Ethiopia,13.07,41.6,1200,Shield volcano,Holocene,U
1805-05-,Ascension,Atlantic-S,-7.95,-14.37,858,Stratovolcano,Holocene,U
1703-06=,Askja,Iceland-NE,65.03,-16.75,1516,Stratovolcano,Historical,D2
0201-142,Asmara,Ethiopia,11.27,41.52,500,Pyroclastic cone,Holocene,U
0802-11=,Aso,Kyushu-Japan,32.88,131.1,1592,Caldera,Historical,D1
0201-125,Assab Volc Field,Ethiopia,12.95,42.43,987,Volcanic field,Holocene,U
0804-15=,Asuncion,Mariana Is-C Pacific,19.67,145.4,857,Stratovolcano,Historical,D2
1502-021,Atacazo,Ecuador,-0.353,-78.617,4463,Stratovolcano,Radiocarbon,D7
1402-06=,Atitlan,Guatemala,14.583,-91.186,3535,Stratovolcano,Historical,D3
1101-16-,Atka,Aleutian Is,52.38,-174.15,1533,Stratovolcano,Historical,D1
1000-65-,Atlasova,Kamchatka,57.97,160.65,1764,Shield volcano,Holocene,U
1401-094,"Atlixcos, Cerro Los",Mexico,19.809,-96.526,800,Shield volcano,Holocene,U
0900-05=,Atsonupuri,Kuril Is,44.804,147.13,1205,Stratovolcano,Historical,D2
1505-051,"Aucanquilcha, Cerro",Chile-N,-21.22,-68.47,6176,Stratovolcano,Holocene,U
0401-02=,Auckland Field,New Zealand,-36.9,174.87,260,Volcanic field,Radiocarbon,D6
1103-01-,Augustine,Alaska-SW,59.37,-153.42,1252,Lava dome,Historical,D1
1000-10=,Avachinsky,Kamchatka,53.255,158.83,2741,Stratovolcano,Historical,D1
0607-04=,Awu,Sangihe Is-Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1
1301-011,Axial Seamount,Pacific-NE,45.95,-130,-1500,Submarine volcano,Historical,D1
0201-16=,Ayelu,Ethiopia,10.082,40.702,2145,Stratovolcano,Holocene,U
1501-09=,"Azufral, Volcan",Colombia,1.08,-77.68,4070,Stratovolcano,Radiocarbon,D7
1505-065,"Azufre, Cerro del",Chile-N,-21.78,-68.23,5846,Stratovolcano,Holocene,U
1503-06=,"Azul, Cerro",Galapagos,-0.9,-91.42,1690,Shield volcano,Historical,D1
1507-06=,"Azul, Cerro [Quizapu]",Chile-C,-35.653,-70.761,3788,Stratovolcano,Historical,D1
1404-14-,"Azul, Volcan",Nicaragua,12.53,-83.87,201,Cinder cone,Holocene,U
0803-18=,Azuma,Honshu-Japan,37.73,140.25,2024,Stratovolcano,Historical,D1
0704-03=,Babuyan Claro,Luzon-N of,19.523,121.94,1180,Stratovolcano,Historical,D2
1202-09-,Bachelor,US-Oregon,43.979,-121.688,2763,Stratovolcano,Tephrochronology,D7
0505-02=,Bagana,Bougainville-SW Paci,-6.14,155.195,1750,Lava cone,Historical,D1
1005-06-,Baitoushan,China-E,41.98,128.08,2744,Stratovolcano,Historical,D4
1000-122,Bakenin,Kamchatka,53.905,158.07,2278,Stratovolcano,Tephrochronology,D7
1201-01=,Baker,US-Washington,48.786,-121.82,3285,Stratovolcano,Historical,D3
0301-17-,"Bal Haf, Harra of",Arabia-S,14.05,48.33,233,Volcanic field,Holocene,U
1001-03-,Balagan-Tas,Russia-NE,66.43,143.73,993,Cinder cone,Historical,D4
0701-072,Balatocan,Mindanao-Philippines,8.8,124.92,2450,Compound volcano,Fumarolic,U
0505-01=,Balbi,Bougainville-SW Paci,-5.83,154.98,2715,Stratovolcano,Holocene,U
1207-03-,Bald Knoll,US-Utah,37.328,-112.408,2135,Cinder cone,Holocene,Unknown
0500-02-,Baluan,Admiralty Is-SW Paci,-2.57,147.28,254,Stratovolcano,Holocene,U
0603-351,Baluran,Java,-7.85,114.37,1247,Stratovolcano,Holocene,Unknown
0701-01=,Balut,Mindanao-Philippines,5.4,125.375,852,Stratovolcano,Holocene,U
0501-01=,Bam,New Guinea-NE of,-3.6,144.85,685,Stratovolcano,Historical,D2
0502-11=,Bamus,New Britain-SW Pac,-5.2,151.23,2248,Stratovolcano,Anthropology,D3
0703-05=,Banahao,Luzon-Philippines,14.07,121.48,2158,Complex volcano,Holocene,U
0605-09=,Banda Api,Banda Sea,-4.525,129.871,640,Caldera,Historical,D1
0803-16=,Bandai,Honshu-Japan,37.6,140.08,1819,Stratovolcano,Historical,D3
0607-03=,Banua Wuhu,Sangihe Is-Indonesia,3.138,125.491,-5,Submarine volcano,Historical,D2
0900-08=,Baransky,Kuril Is,45.1,148.02,1132,Stratovolcano,Historical,D2
1401-02=,Barcena,Mexico-Is,19.3,-110.82,332,Cinder cone,Historical,D2
1703-03=,Bardarbunga,Iceland-NE,64.63,-17.53,2000,Stratovolcano,Historical,D2
1000-084,Barkhatnaya Sopka,Kamchatka,52.823,158.27,870,Lava dome,Tephrochronology,D7
0600-01=,Barren Island,Andaman Is-Indian O,12.292,93.875,354,Stratovolcano,Historical,D1
0202-03=,"Barrier, The",Africa-E,2.32,36.57,1032,Shield volcano,Historical,D2
1406-01-,Baru,Panama,8.8,-82.558,3477,Complex volcano,Historical,D5
1405-05=,Barva,Costa Rica,10.135,-84.1,2906,Complex volcano,Tephrochronology,D7
0705-05-,Bas Dong Nai,SE Asia,10.8,107.2,392,Volcanic field,Holocene,Unknown
0604-01=,Batur,Lesser Sunda Is,-8.242,115.375,1717,Caldera,Historical,D1
1505-122,"Bayo, Cerro",Chile-N,-25.42,-68.58,5401,Complex volcano,Holocene,U
0804-07=,Bayonnaise Rocks,Izu Is-Japan,31.92,139.92,10,Submarine volcano,Historical,D1
0205-06-,Bayuda Volc Field,Africa-N,18.33,32.75,0,Cinder cone,Radiocarbon,D6
0302-03-,Bazman,Iran,28.07,60,3490,Stratovolcano,Fumarolic,U
1105-07-,Behm Canal-Rudyerd Bay,Alaska-SE,55.32,-131.05,500,Cinder cone,Holocene,Unknown
1000-042,Belenkaya,Kamchatka,51.75,157.27,892,Stratovolcano,Holocene,U
0601-20=,Belirang-Beriti,Sumatra,-2.82,102.18,1958,Compound volcano,Fumarolic,U
1202-06-,Belknap,US-Oregon,44.285,-121.841,2095,Shield volcano,Radiocarbon,D6
1000-64-,Bely,Kamchatka,57.88,160.53,2080,Shield volcano,Holocene,U
1900-022,Berlin,Antarctica,-76.05,-136,3478,Shield volcano,Fumarolic,U
0201-191,Beru,Ethiopia,8.95,39.75,1100,Volcanic field,Holocene,U
0900-04=,Berutarube,Kuril Is,44.47,146.93,1220,Stratovolcano,Holocene,U
0601-25=,Besar,Sumatra,-4.43,103.67,1899,Stratovolcano,Historical,D2
1000-25=,Bezymianny,Kamchatka,55.978,160.587,2882,Stratovolcano,Historical,D1
0608-073,Bibinoi,Halmahera-Indonesia,-0.78,127.72,900,Stratovolcano,Holocene,U
1203-04-,Big Cave,US-California,40.955,-121.365,1259,Shield volcano,Holocene,Unknown
0201-291,Bilate River Field,Ethiopia,7.07,38.1,1700,Maar,Holocene,U
0702-08=,Biliran,Philippines-C,11.523,124.534,1187,Compound volcano,Historical,D2
0505-011,Billy Mitchell,Bougainville-SW Paci,-6.092,155.225,1544,Pyroclastic shield,Radiocarbon,D5
0301-18-,Bir Borhut,Arabia-S,15.55,50.63,0,Volcanic field,Holocene,Unknown
0201-22-,Bishoftu Volc Field,Ethiopia,8.78,38.98,1850,Fissure vent,Holocene,U
0204-05-,Biu Plateau,Africa-W,10.75,12,0,Volcanic field,Holocene,Unknown
1102-08-,Black Peak,Alaska Peninsula,56.53,-158.8,1032,Stratovolcano,Radiocarbon,D7
1207-05-,Black Rock Desert,US-Utah,38.97,-112.5,1800,Volcanic field,Radiocarbon,D6
1507-064,"Blanca, Loma",Chile-C,-36.286,-71.009,2268,Stratovolcano,Holocene,U
1000-49-,Bliznets,Kamchatka,56.97,159.78,1244,Stratovolcano,Holocene,U
1202-03-,Blue Lake Crater,US-Oregon,44.42,-121.77,1230,Maar,Radiocarbon,D7
0501-001,Blup Blup,New Guinea-NE of,-3.508,144.62,402,Stratovolcano,Holocene,U
1101-10-,Bobrof,Aleutian Is,51.9,-177.43,738,Stratovolcano,Holocene,Unknown
0900-06-,Bogatyr Ridge,Kuril Is,44.83,147.37,1634,Stratovolcano,Holocene,U
1101-30-,Bogoslof,Aleutian Is,53.93,-168.03,101,Submarine volcano,Historical,D1
0201-14=,Boina,Djibouti,11.25,41.83,300,Fumarole field,Pleistocene-Fumarol,Q
0501-011,Boisa,New Guinea-NE of,-3.994,144.963,240,Stratovolcano,Holocene,U
0502-05=,Bola,New Britain-SW Pac,-5.15,150.03,1155,Stratovolcano,Holocene,U
1000-087,Bolshe-Bannaya,Kamchatka,52.9,157.78,1200,Lava dome,Holocene,U
1000-30-,Bolshoi Payalpan,Kamchatka,55.88,157.78,1906,Shield volcano,Holocene,U
1000-15=,Bolshoi Semiachik,Kamchatka,54.32,160.02,1720,Stratovolcano,Radiocarbon,D7
1000-36-,Bolshoi-Kekuknaysky,Kamchatka,56.47,157.8,1401,Shield volcano,Holocene,U
0610-01-,Bombalai,Borneo,4.4,117.88,531,Pyroclastic cone,Holocene,Unknown
1105-03-,Bona-Churchill,Alaska-E,61.38,-141.75,5005,Stratovolcano,Radiocarbon,D6
0201-24-,Bora-Bericcio Complex,Ethiopia,8.27,39.03,2285,Pumice cone,Holocene,U
0201-071,Borale Ale,Ethiopia,13.725,40.6,668,Stratovolcano,Holocene,U
0201-107,Borawli,Ethiopia,13.3,40.98,812,Stratovolcano,Holocene,U
0201-121,Borawli Complex,Ethiopia,11.63,41.45,875,Lava dome,Holocene,U
0201-21-,Boset-Bericha,Ethiopia,8.558,39.475,2447,Stratovolcano,Holocene,U
1806-02-,Bouvet,Atlantic-S,-54.42,3.35,780,Shield volcano,Magnetism,D7
0604-001,Bratan,Lesser Sunda Is,-8.28,115.13,2276,Caldera,Holocene,U
1804-02-,Brava,Cape Verde Is,14.85,-24.72,900,Stratovolcano,Holocene,U
1501-011,"Bravo, Cerro",Colombia,5.092,-75.3,4000,Stratovolcano,Radiocarbon,D4
1701-04=,Brennisteinsfjoll,Iceland-SW,63.92,-21.83,626,Crater rows,Historical,D6
1200-17-,Bridge River Cones,Canada,50.8,-123.4,2500,Volcanic field,Holocene,U
1900-04=,Bridgeman Island,Antarctica,-62.05,-56.75,240,Stratovolcano,Uncertain,Unknown
0402-02=,Brimstone Island,Kermadec Is,-30.23,-178.92,-2000,Submarine volcano,Uncertain,Unknown
1900-08=,Bristol Island,Antarctica,-59.03,-26.58,1100,Stratovolcano,Historical,D2
1203-03-,Brushy Butte,US-California,41.178,-121.443,1174,Shield volcano,Holocene,Unknown
1900-01=,Buckle Island,Antarctica,-66.8,163.25,1239,Stratovolcano,Historical,D3
0700-01=,Bud Dajo,Sulu Is-Philippines,5.95,121.07,440,Pyroclastic cone,Historical,D3
0203-07-,Bufumbira,Africa-C,-1.23,29.72,2440,Cinder cone,Holocene,Unknown
1101-01-,Buldir,Aleutian Is,52.37,175.98,656,Stratovolcano,Holocene,U
0703-01=,Bulusan,Luzon-Philippines,12.77,124.05,1565,Stratovolcano,Historical,D1
0203-004,Bunyaruguru Field,Africa-C,-0.2,30.08,1554,Explosion crater,Holocene,U
1508-07=,"Burney, Monte",Chile-S,-52.33,-73.4,1758,Stratovolcano,Historical,D2
1003-03-,Bus-Obo,Mongolia,47.12,109.08,1162,Cinder cone,Holocene,Unknown
0201-26-,Butajiri-Silti Field,Ethiopia,8.05,38.35,2281,Fissure vent,Holocene,U
1105-001,Buzzard Creek,Alaska-E,64.07,-148.42,830,Tuff rings,Radiocarbon,D7
0702-05=,Cabalian,Philippines-C,10.287,125.22,945,Stratovolcano,Holocene,U
1507-112,Caburga,Chile-C,-39.2,-71.83,995,Cinder cone,Tephrochronology,D7
0703-09=,Cagua,Luzon-Philippines,18.222,122.123,1133,Stratovolcano,Holocene,U
1507-042,Calabozos,Chile-C,-35.558,-70.496,3508,Caldera,Holocene,U
0701-07=,Calayo,Mindanao-Philippines,7.877,125.068,646,Tuff cone,Historical,D3
1508-02=,Calbuco,Chile-S,-41.326,-72.614,2003,Stratovolcano,Historical,D2
1507-091,Callaqui,Chile-C,-37.92,-71.45,3164,Stratovolcano,Historical,D1
0204-01=,"Cameroon, Mt.",Africa-W,4.203,9.17,4095,Stratovolcano,Historical,D1
0704-01=,Camiguin de Babuyanes,Luzon-N of,18.83,121.86,712,Stratovolcano,Historical,D3
0101-01=,Campi Flegrei,Italy,40.827,14.139,458,Caldera,Historical,D5
0101-07=,Campi Flegrei Mar Sicilia,Italy,37.1,12.7,-8,Submarine volcanoes,Historical,D3
1900-10=,Candlemas Island,Antarctica,-57.08,-26.67,550,Stratovolcano,Historical,D2
0702-02=,Canlaon,Philippines-C,10.412,123.132,2435,Stratovolcano,Historical,D1
1101-23-,Carlisle,Aleutian Is,52.9,-170.05,1620,Stratovolcano,Historical,D3
1507-14=,Carran-Los Venados,Chile-C,-40.35,-72.07,1114,Pyroclastic cone,Historical,D1
1210-01-,Carrizozo,US-New Mexico,33.78,-105.93,1731,Cinder cone,Holocene,U
1504-06-,"Casiri, Nevados",Peru,-17.47,-69.82,5650,Stratovolcano,Holocene,U
1502-004,Cayambe,Ecuador,0.029,-77.986,5790,Compound volcano,Historical,D4
1508-021,Cayute-La Vigueria,Chile-S,-41.25,-72.27,506,Pyroclastic cone,Holocene,U
1401-03=,Ceboruco,Mexico,21.125,-104.508,2280,Stratovolcano,Historical,D3
0705-06-,"Cendres, Ile des",SE Asia,10.158,109.014,-20,Submarine volcanoes,Historical,D2
0202-01=,Central Island,Africa-E,3.5,36.042,550,Stratovolcano,Holocene,U
0603-17=,Cereme,Java,-6.892,108.4,3078,Stratovolcano,Historical,D2
1006-02-,Chuga-ryong,Korea,38.33,127.33,452,Shield volcano,Holocene,Unknown
1502-022,Chacana,Ecuador,-0.375,-78.25,4643,Caldera,Historical,D4
1504-005,"Chachani, Nevado",Peru,-16.191,-71.53,6057,Stratovolcano,Holocene,U
1101-20-,Chagulak,Aleutian Is,52.57,-171.13,1142,Stratovolcano,Holocene,U
0100-02-,Chaine des Puys,France,45.5,2.75,1464,Cinder cone,Radiocarbon,D7
1508-041,Chaiten,Chile-S,-42.833,-72.646,962,Caldera,Holocene,U
1505-072,Chao,Chile-N,-22.12,-68.15,5100,Lava dome,Holocene,Unknown
1507-101,"Chapulul, Cerro",Chile-C,-38.37,-71.08,2143,Cinder cone,Holocene,U
1505-071,"Chascon, Cerro",Bolivia,-21.88,-67.9,5125,Lava dome,Holocene,U
1000-46-,Cherny,Kamchatka,56.82,159.67,1778,Stratovolcano,Holocene,U
1401-08=,Chichinautzin,Mexico,19.08,-99.13,3930,Volcanic field,Radiocarbon,D6
1401-12=,"Chichon, El",Mexico,17.36,-93.228,1150,Tuff cone,Historical,D1
1102-11-,Chiginagak,Alaska Peninsula,57.13,-157,2075,Stratovolcano,Historical,D1
0900-36=,Chikurachki,Kuril Is,50.325,155.458,1816,Stratovolcano,Historical,D1
1505-101,Chiliques,Chile-N,-23.58,-67.7,5778,Stratovolcano,Holocene,U
1507-07=,"Chillan, Nevados de",Chile-C,-36.863,-71.377,3212,Stratovolcano,Historical,D1
1403-09=,Chinameca,El Salvador,13.475,-88.32,1228,Stratovolcano,Holocene,U
1402-15-,Chingo Volc Field,Guatemala,14.12,-89.73,1775,Stratovolcano,Holocene,U
1402-20-,Chiquimula Volc Field,Guatemala,14.83,-89.55,1192,Cinder cone,Holocene,U
0201-30-,Chiracha,Ethiopia,6.65,38.12,1650,Stratovolcano,Holocene,Unknown
0900-26=,Chirinkotan,Kuril Is,48.98,153.48,724,Stratovolcano,Historical,D1
0900-09=,Chirip,Kuril Is,45.38,147.92,1589,Stratovolcano,Historical,D3
0900-15=,Chirpoi,Kuril Is,46.525,150.875,742,Caldera,Historical,D1
0803-22=,Chokai,Honshu-Japan,39.08,140.03,2237,Stratovolcano,Historical,D1
0202-13=,Chyulu Hills,Africa-E,-2.68,37.88,2188,Volcanic field,Anthropology,D3
1404-132,"Ciguatepe, Cerro El",Nicaragua,12.53,-86.142,603,Stratovolcano,Holocene,Unknown
1202-15-,Cinnamon Butte,US-Oregon,43.241,-122.108,1956,Cinder cone,Holocene,Unknown
1403-051,"Cinotepec, Cerro",El Salvador,14.02,-89.25,665,Volcanic field,Holocene,U
1203-10-,Clear Lake,US-California,38.97,-122.77,1439,Volcanic field,Holocene,U
1301-02-,Cleft Segment,Pacific-NE,44.83,-130.3,-2140,Submarine volcano,Historical,D1
1101-24-,Cleveland,Aleutian Is,52.82,-169.95,1730,Stratovolcano,Historical,D1
1301-01-,CoAxial Segment,Pacific-NE,46.52,-129.58,-2400,Submarine volcano,Historical,D1
1403-041,Coatepeque Caldera,El Salvador,13.87,-89.55,746,Caldera,Holocene,U
0304-05-,"Cochons, Ile Aux",Indian O-S,-46.1,50.23,775,Stratovolcano,Holocene,U
1401-096,Cofre de Perote,Mexico,19.492,-97.15,4282,Shield volcano,Radiocarbon,D6
1505-095,Colachi,Chile-N,-23.23,-67.65,5631,Stratovolcano,Holocene,U
0505-053,Coleman Seamount,Solomon Is-SW Pacifi,-8.83,157.17,0,Submarine volcano,Holocene,U
1401-04=,Colima,Mexico,19.514,-103.62,3850,Stratovolcano,Historical,D1
1505-021,"Colluma, Cerro",Bolivia,-18.5,-68.07,3876,Maar,Holocene,Unknown
0606-01=,Colo [Una Una],Sulawesi-Indonesia,-0.17,121.608,507,Stratovolcano,Historical,D1
1401-012,Comondu-La Purisima,Mexico,26,-111.92,780,Volcanic field,Holocene,Unknown
1404-12=,Concepcion,Nicaragua,11.538,-85.622,1700,Stratovolcano,Historical,D1
1403-11=,Conchagua,El Salvador,13.277,-87.853,1250,Stratovolcano,Uncertain,Unknown
1403-12=,Conchaguita,El Salvador,13.22,-87.765,550,Stratovolcano,Historical,D3
1505-126,"Condor, Cerro El",Argentina,-26.62,-68.35,6532,Stratovolcano,Holocene,U
1508-09-,"Cook, Isla",Chile-S,-54.95,-70.27,150,Lava dome,Holocene,U
1507-09=,Copahue,Chile-C,-37.85,-71.17,2965,Stratovolcano,Historical,D1
1505-14-,Copiapo,Chile-N,-27.3,-69.13,6052,Stratovolcano,Uncertain,Unknown
0201-29-,Corbetti Caldera,Ethiopia,7.18,38.43,2320,Caldera,Holocene,U
1508-05=,Corcovado,Chile-S,-43.18,-72.8,2300,Stratovolcano,Historical,D3
1507-141,Cordon Caulle,Chile-C,-40.52,-72.2,1798,Fissure vent,Historical,D2
1505-103,Cordon Chalviri,Chile-N,-23.85,-67.62,5623,Stratovolcano,Holocene,U
1505-102,Cordon de Puntas Negras,Chile-N,-23.75,-67.53,5852,Stratovolcano,Holocene,U
1505-121,Cordon del Azufre,Chile-N,-25.33,-68.52,5463,Complex volcano,Holocene,U
1401-005,Coronado,Mexico,29.08,-113.513,440,Stratovolcano,Fumarolic,U
1504-001,Coropuna,Peru,-15.52,-72.65,6377,Stratovolcano,Holocene,U
1802-002,Corvo,Azores,39.67,-31.07,715,Stratovolcano,Holocene,U
1404-01=,Cosiguina,Nicaragua,12.98,-87.57,872,Stratovolcano,Historical,D3
1203-18-,Coso Volc Field,US-California,36.03,-117.82,2400,Lava dome,Holocene,Unknown
1502-05=,Cotopaxi,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2
1202-16-,Crater Lake,US-Oregon,42.93,-122.12,2487,Caldera,Radiocarbon,D7
0503-001,Crater Mountain,New Guinea,-6.58,145.08,3233,Stratovolcano,Holocene,Unknown
1204-02-,Craters of the Moon,US-Idaho,43.42,-113.5,2005,Cinder cone,Radiocarbon,D7
1200-11-,Crow Lagoon,Canada,54.7,-130.23,335,Pyroclastic cone,Holocene,U
0705-02-,Cu-Lao Re Group,SE Asia,15.38,109.12,181,Volcanic field,Holocene,U
